File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_002145295;0;0;0;0.31;0.02;0.01;0.02;0.01;0;0;0.01;0.04;0;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.03;0.02;0.01;0.01;0.01;0.02;0.01;0;0.01;0.02;0.01;0.02;0.01;0.01;0.02;0.06;0.01;0.01;0.02;0.01;0.01;0;0.1;0.06;0.02;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.02;0;0;0.01;0;0.01;0.01;0.02;0.11;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.03;0.02;0.01;0;0.02;baumannii;baumannii;WAHR;0.31;
GCF_000805655;0.01;0;0;0.07;0;0.01;0.03;0.01;0;0.01;0.01;0.09;0;0.01;0.01;0.01;0.02;0;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0;0.01;0.15;0.01;0;0.01;0;0.01;0;0.08;0.1;0.01;0.01;0.23;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.03;0;0.01;0.07;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;pittii;sp.;FALSCH;0.23;
GCF_000835995;0;0;0;0.23;0.01;0.01;0.01;0.01;0;0;0;0.04;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.08;0.01;0;0.01;0;0.01;0;0.11;0.04;0.01;0.01;0.08;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0;0;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.23;
GCF_000969385;0;0;0;0.23;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.15;0.08;0.01;0.01;0.09;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;sp.;FALSCH;0.23;
GCF_002145375;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0.01;0.01;0;0.01;0;0.08;0.05;0.01;0.01;0.07;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001441555;0;0;0;0.23;0.01;0.01;0.01;0.01;0;0;0;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.02;0.01;0;0.01;0.09;0.01;0;0.01;0;0.01;0;0.12;0.06;0.01;0;0.09;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.23;
GCF_001706225;0.01;0;0;0.06;0.01;0.01;0.01;0.01;0;0;0.01;0.1;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.15;0.01;0;0.01;0;0.01;0;0.08;0.13;0.01;0.01;0.23;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;pittii;sp.;FALSCH;0.23;
GCF_002145435;0.01;0;0;0.39;0.01;0.01;0.02;0.01;0;0.01;0;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.11;0.04;0.02;0.01;0.08;0;0;0.01;0;0.01;0.01;0.02;0;0;0.01;0;0.01;0.01;0.01;0.06;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.39;
GCF_002148725;0.01;0;0;0.47;0.01;0.01;0.01;0;0;0;0.01;0.03;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.06;0.01;0;0.01;0;0.01;0;0.11;0.07;0.01;0.01;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.47;
GCF_001706355;0;0;0;0.08;0.01;0.01;0.01;0.01;0;0;0;0.09;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.17;0.01;0;0.01;0;0.01;0;0.06;0.1;0.01;0.01;0.23;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;pittii;sp.;FALSCH;0.23;
GCF_002148745;0;0;0;0.4;0.01;0.01;0.01;0.01;0;0;0.01;0.07;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0;0;0.01;0.01;0;0.06;0.05;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0;0;0;0.01;0;0;0.01;0;0.07;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.4;
GCF_001706435;0.01;0;0;0.07;0.01;0.01;0.01;0.01;0;0.01;0.01;0.09;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.11;0.01;0;0.01;0;0.01;0;0.06;0.09;0.01;0.01;0.23;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;pittii;sp.;FALSCH;0.23;
GCF_002150405;0.01;0;0;0.34;0.01;0.01;0.01;0.01;0;0.01;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0;0;0.01;0.01;0.12;0.05;0.01;0;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_002150485;0.01;0;0;0.35;0.01;0.01;0.01;0.01;0;0.01;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.01;0.07;0.01;0;0.01;0;0.01;0;0.11;0.06;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.35;
GCF_002154155;0;0;0;0.44;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.08;0;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_002154215;0.01;0;0;0.5;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.07;0;0;0.01;0;0.01;0;0.12;0.06;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.5;
GCF_001706635;0;0;0;0.06;0.01;0.01;0.01;0.01;0;0;0;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.18;0;0;0.01;0;0.01;0;0.07;0.11;0.01;0.01;0.23;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;pittii;sp.;FALSCH;0.23;
GCF_002119785;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.03;0.02;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.2;0.04;0.02;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.23;0;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0;0.02;0.02;0.02;0.03;0.02;0.01;0;0.02;0.01;0.02;0.01;0.06;0.02;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.03;0.06;0.02;0.01;0.01;0.01;lwoffii;sp.;FALSCH;0.23;
GCF_002137115;0;0;0;0.08;0.01;0.01;0.01;0;0;0;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.12;0;0;0.01;0;0.01;0;0.06;0.1;0.01;0.01;0.23;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;pittii;sp.;FALSCH;0.23;
GCF_002165245;0.01;0;0;0.01;0.01;0.04;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0.03;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.03;0.01;0.01;0.02;0.04;0.02;0.01;0.01;0.01;0.01;0.36;0;0.01;0.01;0.01;0.01;0;0.01;0;0.03;0;0.01;0.01;0.04;0.01;0.02;0;0;0.01;0;0.02;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.02;0.02;0.03;0.03;0.01;0.02;junii;junii;WAHR;0.36;
GCF_002165255;0.01;0;0;0.01;0.01;0.03;0.02;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.04;0.03;0.02;0.02;0.03;0.01;0.01;0.01;0.03;0.05;0.01;0.01;0.05;0.03;0.03;0.01;0.01;0.02;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.17;0;0.01;0.01;0.05;0.01;0.02;0;0;0.01;0.01;0.04;0.01;0.02;0.01;0;0.01;0;0.02;0.01;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.02;0.02;0.03;0.04;0.04;0.01;0.01;sp.;sp.;WAHR;0.17;
GCF_002137935;0.01;0;0;0.07;0.01;0.01;0.01;0.01;0;0;0.01;0.07;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.17;0;0.01;0.01;0;0.01;0;0.06;0.11;0.01;0.01;0.23;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.02;0;0.01;pittii;sp.;FALSCH;0.23;
GCF_002165305;0.01;0;0;0.01;0.01;0.01;0.04;0.01;0;0.01;0.01;0;0.01;0.01;0.02;0.01;0;0.02;0.03;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.11;0.01;0.02;0.01;0.02;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.02;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.06;0;0.02;0.01;0.02;0.01;0.04;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.04;0.02;0.02;0.01;0.01;0.02;sp.;sp.;WAHR;0.11;
GCF_002165335;0.01;0;0;0.01;0.01;0.05;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.03;0.05;0.03;0.03;0.01;0.04;0.01;0.01;0.01;0.03;0.04;0.01;0.02;0.05;0.03;0.02;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.17;0;0.02;0.01;0.07;0.01;0.02;0;0;0.01;0.01;0.03;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.02;0.01;0.04;0.04;0.01;0.02;sp.;sp.;WAHR;0.17;
GCF_002795345;0.01;0;0;0.08;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0;0;0.01;0;0.12;0.06;0;0.01;0.07;0;0;0;0.01;0.01;0.01;0;0;0;0.01;0;0.01;0.01;0;0.23;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;0.01;0;0.01;seifertii;sp.;FALSCH;0.23;
GCF_002938625;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.23;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0;0.02;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;indicus;sp.;FALSCH;0.23;
GCF_002165375;0.01;0;0;0.01;0;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.65;0.01;0.01;0.03;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0;0.01;0.01;0;0;0.01;0;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.04;chinensis;chinensis;WAHR;0.65;
GCF_002165375;0.01;0;0;0.01;0.01;0.01;0.02;0.02;0;0.01;0.01;0.01;0.01;0.02;1;0.01;0.01;0.04;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.02;0.01;0.01;0.02;0.02;0.01;0;0.01;0;0.02;0.01;0.03;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.01;0.05;chinensis;chinensis;WAHR;1;
GCF_002165385;0.01;0.01;0;0.01;0.01;0.04;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0.04;0.03;0.02;0.02;0.03;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.03;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0;0.19;0.01;0.01;0.01;0.07;0.01;0.02;0;0.01;0.01;0;0.04;0.01;0.02;0;0;0.01;0;0.02;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0;0.02;0.01;0.01;0.01;0.07;0.01;0.02;0.02;0.05;0.03;0.01;0.02;sp.;sp.;WAHR;0.19;
GCF_002938905;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.23;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.03;0.02;0.03;0.02;0.01;0.01;0.01;indicus;sp.;FALSCH;0.23;
GCF_000302415;0.01;0;0;0.01;0.01;0.02;0.01;0.01;0;0.01;0;0.01;0;0;0.01;0.05;0.04;0.01;0.01;0.15;0.01;0;0.01;0.03;0.22;0.01;0.01;0.07;0.02;0.02;0.01;0;0.01;0.01;0.02;0.01;0;0.01;0.01;0.01;0;0.01;0;0.02;0;0.01;0.01;0.02;0.01;0.01;0;0;0.01;0.01;0.1;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.02;0.01;0.03;0.04;0.01;0.01;gs16;sp.;FALSCH;0.22;
GCF_002174125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.05;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;populi;populi;WAHR;1;
GCF_002182345;0;0;0;0.34;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.06;0;0;0.01;0;0.01;0;0.12;0.08;0.01;0.01;0.08;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.11;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.34;
GCF_002182365;0.01;0;0;0.45;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0;0.14;0.09;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.45;
GCF_002182385;0.01;0;0;0.46;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0;0.01;0;0.01;0;0.16;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0;0.01;0;0;0;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.46;
GCF_002182405;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0;0.01;0;0.1;0.06;0.01;0.01;0.06;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.32;
GCF_002182425;0.01;0;0;0.44;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.13;0.08;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_002182445;0.01;0;0;0.52;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.11;0.07;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.52;
GCF_002182465;0;0;0;0.4;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0;0.01;0;0.14;0.08;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.14;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.4;
GCF_002182485;0.01;0;0;0.34;0.01;0.01;0.01;0.01;0;0;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.09;0.04;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_002182505;0.01;0;0;0.56;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.06;0.01;0;0.01;0;0.01;0;0.12;0.08;0.01;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.56;
GCF_002182545;0;0;0;0.41;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0;0.01;0;0.14;0.08;0.01;0.01;0.08;0;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.41;
